document_id,clean_text,sentiment
430,"I am a huge fan of James Cameron. I love all of his movies that he's directed....even this one. This movie was truly amazing. Truly! But it did have some slow scenes and sometimes I felt it was 40-50 mins too long.The story was well told...it was very different. Trying to keep it where it very real and not trying to make it so over the top where the audience just goes ""That is not the future at all."" This could happen in hundreds of years from now. Very believable stuff.The acting was fantastic. Even Michelle Rodriguize was fantastic! Every character served a purpose. No one ever felt pointless or left out. What I also liked about the movie is that even the action scenes (including fight scenes) were never overdone and it didn't try too hard to make it so action packed. Everything was just perfect...again...except the pacing.Excluding the slow pacing....this movie was fantastic. Fantastic last fight scene too! This movie is pure imagination! I hope it at least wins one Oscar. It should be nominated for 12 Oscars lol.8/10",positive
431,"2009 has been a year of soulless special effects films- Transformers 2, and GI Joe come to mind in particular. Military-centric and lacking in anything resembling a real character, it depressed me to find such emotionally cold film-making was making so much money.James Cameron is the remedy.As a director, he has often very successfully managed to balance intriguing and exciting film premises with human elements that made you care for characters- he has an amazing way of making you invest in the people he created.But Avatar, for me, represents a more mature James Cameron. In Aliens and True Lies Cameron, much like the Michael Bays of today, had a boyish fascination with weaponry and the technology of war. Now James Cameron, the man, expresses his disgust at these objects. This is NOT a worship of firepower- it is a damning indictment of it.Avatar has a story that acts as analogy for many things- colonialism, America's supposed war on terror, labelling Palestine's resistance fighters as terrorists, the human desire for profit vs the human need for environmental preservation. It is very much a product of our time, and it is hugely passionate in its execution. In my mind Avatar represents Cameron's rage.More that this, when we hear the horrified and angry screams of an invaded population, we hear our own frustration. The film had me in tears at some points, because of the clarity and resonance of its message.The film is not all doom and gloom- it is inspiring also. It demonstrates there exist universal principles that transcend race or allegiance of country, it celebrates spirituality, and abhors the arrogance of men and their guns. There were moments when the film gave me goosebumps.Please see this film if it feels like the world around you doesn't always show the humanity you feel it should, if you don't understand why people's lives are so expendable in the pursuit of oil, land or empty victory. It is a strangely validating experience to find so many of your feelings so poetically reflected. Thank you Mr Cameron.",positive
432,"OK first of all let me state...James Camron has made some of the best movies of the 20th century in my opinion. Aliens, The Terminator 1 and 2 Titanic, all of which are great movies. So I'm not here to bash Camron or his work. But I was less than impressed with Avatar.Perhaps the over hyping of this movie made me watch it with higher expectations that I should have had. Perhaps impossible expectations. But none the less. One thing about this movie that irked me right away was the recycled sound effects...A movie of this SIZE and SCALE used recycled sound effects? Many of the animals encountered in this movie sound exactly like the dinosaurs from Jurassic Park. The animation of everything was good...But it didn't blow me away like I hoped it would.Now the bad...The story...So unoriginal I almost couldn't stand it. It has this overwhelming ''save the earth'' message to it which I would rather not have crammed down my throat. It also reminds us that we ''Human beings'' are the aids of planet slowly and methodically killing the earth. Story alone gets a 2/10 score for me.Overall I can't rate this movie any higher than 5/10. I wish that I could. But I just wasn't as impressed by at is I felt I should have been.",neutral
433,"Landing at the convergence point between the advent of uncanny CGI capabilities and the peak of the 3D movie revival, Avatar was the right film at the right time to reap a swath of popular rewards. For one season in 2009, it seemed like everyone in the world was going to see this movie. Often more than once. It's the type of cultural lightning most mainstream filmmakers dream of bottling, then spend the rest of their careers chasing. Writer / director James Cameron showed tremendous foresight (and maybe an awful lot of luck) in waiting for the right moment to unleash his vision, having conceived the basic idea a decade earlier, and now may be showing a tremendous lack of the same in scheduling four very-belated sequels. But that's beside the point. For now, the future of this franchise remains unwritten and I'm just here to assess the ground level.As plots go, the first Avatar entry is simplistic and naïve. We see the glaring character archetypes for what they are, right away, and the blanks essentially fill themselves. The mean, self-centered industrial types can never understand the unspoken bond their mindful, tribal counterparts share with the land. Greed imposes upon empathy, inciting armed conflict. It's essentially a Captain Planet episode. Shades of gray pepper both sides of the argument, so there is a bit more depth here than in a Saturday morning cartoon, but not much. It's entry-level writing, establishing a rudimentary threat and then working loose suspense until the third act. Avatar's storyline will neither surprise nor enlighten, but that's not what sold the show, anyway.The film's real strength is in its knack for attentive world-building and its celebration of bright, colorful artistic representation. If this didn't look like it does, teem with life as it does, exploit the 3D craze as effectively as it does (Or as it did? Does anyone still watch 3D movies?), it wouldn't have landed with a fraction of the magnitude it once did. Its affinity for bright color and unusual hues, almost completely foreign in the cinematic language of the time, might be its most influential feature. Certainly, the creative minds behind Guardians of the Galaxy took notes and continued the trend. And the alien landscape of Pandora is exhaustively developed and realized. It buzzes, both literally and metaphorically, with biology. When the protagonist is staggered by his first exposure to the local fauna, we're staggered right alongside him. In this sense, it often feels like the cart has lapped the horse; like the storyline took a third-row seat behind the tantric urge to flesh everything out. So, while the spectacle of watching that six-legged, gill-breathing equine critter live and move is absolutely magical, its actual role in the story is limited to... er... living and moving for a few slow-paced scenes. After that, it's background fodder. The same is true of almost everything else on the map. There's an abundance of dazzling creativity, but no great underlying substance beyond the ""hey, we're all like, connected, maaan"" mumbo-jumbo. We're mesmerized by the beasts' intrinsic majesty, but any meaning we might take beyond the superficial is purely viewer-appointed. It's a billion-dollar tech demo, a wonderful place to dwell and take inspiration, nothing more and nothing less.And hey, that's not the end of the world. Sometimes it's okay to cast aside a deeper meaning and a richer cast in favor of a different set of features. I love non-narrative art films like Koyaanisqatsi and Baraka. However, the trouble with relying so completely upon this brand of visual fidelity and computer imagery is, eventually, those bills come due. And, while Avatar's trees and airborne jellyfish and spinning, glowing lizard thingies have weathered the past thirteen years marvelously, its blue humanoid representatives are already showing their age. And those guys chew a vast majority of the screen time. As they continue to degrade, so does the associated movie magic, leaving audiences with a meager, barebones plot for sustenance. That just isn't a recipe for success. This felt thin but spectacular in the theater, but now? It's fading. How will it look in another thirteen years? How will the sequels?",neutral
434,"Avatar is James Cameron's science fiction epic that has broken the mold for movie making. For years we have been hearing great things about the progress and set backs for this film. Since 1997, Cameron has yet to release a feature length film, excluding some of his work with IMAX and his documentary/3D films like Ghosts of the Abyss. 12 years after he broke all of the box office records with Titanic, the most successful film of all time, Cameron has come back with a bang. A big bang. Possibly the biggest bang in cinema history.Jake Sully (Sam Worthington), a paraplegic Marine, is sent to a distant planet to follow up in his brothers footsteps. The planet is Pandora. A world filled with strange, magnificent fauna and flora. It's a world filled with vibrant colors, breathtaking landscapes, and a tribe of intelligent life called the Na'vi. Underneath their village lies a rich deposit of a very rare and profitable metal. In order to avoid a hostile takeover, the military has permitted Dr. Grave Augustine (Sigourney Weaver) and her Avatar program to try and persuade the locals through education, compromise, and good will that they are not to be feared. The program takes the DNA from the Navi and humans and combines them to create Avatars. These Avatars allow those whose DNA is in the Avatar to plug in andDr. Augustine's science department is at wits end with Colonel Miles Quatrich (Stephen Lang) and Parker Selfridge (Giovanni Ribisi), the forces driving the drilling and military presence. They share one thing in common; an interest in Jake Sully. Sully and has his hands in both pots. He is the only person who can operate his brother's Avatar and he has an obligation to serve his military superiors. Sully is put in the difficult situation of making contact with the Na'vi and giving information to both Dr. Augustine and to Colonel Quatrich.I don't want to go into too much detail about the plot and the characters. That was the one part of the movie I wasn't too excited about at the onset of the film, but as the story played out, I became more and more involved and grew to accept and understand the story. It sounds and looks almost too ridiculous, but trust me, it works.I have seen a lot of science fiction movies. I have seen a lot of 3D movies. Never before have I seen a movie like this before. The clarity in the depth of vision Cameron creates is astounding. A friend of mine compared it to looking through a window, rather than the movie popping out of the screen towards you. I couldn't agree more. Needless to say, Cameron waited just the right amount of time to make this one.What make the visuals so outstanding is the attention to detail on each individual effect. Everything from the mountains and tree tops in the background all the way through the foreground is so clear and detailed. It's astounding! From the very first moments of the film when Sully is lying down and water droplets surround him, every scene has something to wow the audience.The cast has a wide variety of actors, the biggest of which is Weaver. I expected a solid performance from her but I was surprised by Worthington, whose only screen credit I had seen prior to this was Terminator: Salvation. Lang and Ribisi too give excellent performances. Even Michelle Rodriguez does a fine job. The actors that we can't see, like Zoe Saldana and Wes Studi, do a fine job as some of the the Na'vi leads.I felt a certain enjoyment that I hadn't experienced in a long time. It was like watching Batman or Jurassic Park again for the first time. A kind of thrill that you experience on a roller coaster. There is so much to fall in love with here. I would have no problem saying that this is the best movie of the year. It's almost in a class of it's own. Avatar is the dawn of a new age in cinema. Where we are not bound by the constraints of technology. It's proof that if you can dream it, you can do it. James Cameron sought out to create a mesmerizing, groundbreaking film and he accomplished just that and more. The doubters who thought he would fall on his face are now the ones picking themselves off of the ground.The future looks bright for big budget movies. With this new technology and new way of story telling, audiences can expect more high quality entertainment. James Cameron goes all in with each movie he makes. His next movie is called Battle Angel, another futuristic tale about a female cyborg rescued by a scientist. Sounds crazy. I can't wait.",positive
435,"I suppose the big selling point behind this movie was the special effects, and this film doesn't shy away from getting in your face with some of the most beautiful and amazing images I have ever seen.The amount of detail and love that went into the visuals is just outstanding. The scenery, the creatures, the Navi, wow!! If you see this movie, see it for the visuals.Now if only Cameron had put the same amount of care into the scriptThe plot for this movie seemed to borrow from a number of sources, the two standouts being Dances with Wolves and Pocahontas. I must defend Cameron, as it extremely hard to be 100% original these days, as most ideas have been used time and time before.Nevertheless, the plot weakened the overall viewing experience. I had a feeling I knew how the movie was going to end. And the movie went for a bit too long; unnecessary points in the plot could have saved the studios a LOT of money.But in the end, the goods outdo the bads. Avatar's visuals are a good enough reason to see this film, even if the film is more of a ""look what we can do"" piece rather than a piece of storytelling.",neutral
436,"What else can you say about James Cameron's Avatar than ""wow?"" The visuals are stunning and lead to a feeling of complete immersion incomparable to anything seen in the last decade. Ten years and hundreds of millions of dollars in the making, this film marks a culmination of technologies—the 3D experience and computer generated imagery. The last decade has seen visual effects dominated by computer created phantasmagorias which have led to greater flexibility in terms of directorial license and story-telling possibilities. Shots heretofore unheard of are becoming common-place, as the computer generated world of Pandora clearly demonstrates.Within moments of the opening shot, Avatar makes it clear that this will be a movie where the envelope has not only been pushed, but stamped, put in the mail, and delivered to a zip code on the other side of the galaxy. Minutes into the movie we as viewers are dropped into the jungles of Pandora and land in a quasi-military installation where a vast nameless corporation has set up a group of scientists and mercenaries to quell the native Na'vi. All of this is vast expense is undertaken to mine a mineral of unknown property which nevertheless sells for (presumably) incredible sums. (According to the movie ""twenty-million,"" but with the economy the way it is and inflation over the next hundred and forty years, who knows?)Into this world is thrust our protagonist who is recruited to replace his (deceased) scientist brother on the Avatar Project. This is the brainchild of Dr. Grace Augustine (played by sci-fi legend and Cameron alumna Sigourney Weaver) who wishes to establish a repertoire with the natives by infiltrating their alien culture with artificially grown avatars, combinations of human and Na'vi DNA that look a lot like their human ""drivers,"" but are nevertheless blue skinned and pointy-toothed Na'vi.The plot is pretty straightforward. Good guy discovers an affinity with the natives, uncovers a plot by the evil corporation (in this case their proxy, the mercenary commander played by Stephen Lang), teams up with the bows-and-arrows-wielding natives and through sheer willpower defeats the corporation. Through all of this the viewer is treated to a new world, a wholly invented (and quite inventive) ecology and population rendered in stunning detail that never fails to delight.None of these plot points are particularly novel and the specific details of foreshadowing are blatant enough that a conscientious viewer will at some point realize what will happen in ten or twenty minutes. But the spectacle of it makes these deficiencies less glaring than they could be. In fact, so engrossing is the movie that even when I noticed the narrative problems, I promptly dismissed them so I could settle back into the movie.Of particular interest though, is the way in which humanity is portrayed in this movie. Much ink has been spilled over the imperialist designs on Pandora, and the ham-handed way in which Cameron seems to pursue that theme; often these same complaints are addressed in the same paragraph as the very real criticism that Cameron lacks the characterization and plot depths that would make this a truly epic movie. To address those concerns, as a narrative, this is a plot driven story. That's all. As to the other complaints, a story like this must skimp on developing character in order to further its aim. Would you root for the underdog as heartily by the end if you had grown to love—or at least empathize with—several tangential characters soon to be killed in the uprising? Indeed, once the antagonist has been revealed as less the demon and more a human being driven by impulses and urges and rationalities that perhaps you even agree with, he loses your hatred. Military and political leaders throughout history have known this one simple fact, employed ably by storytellers: You must hate a man to kill him. Or in the case of Avatar, you must hate the antagonist to cheer for the protagonist.Similarly, when examining the anthropomorphous Na'vi I couldn't help but notice the references to the exploitation of the Indigenous American Population by American colonists (of many nationalities) and later the United States. Neither I, nor any of the sons of our fathers, can speak for the intentions of our fathers; we live with the consequences of their actions. Yet, we can learn from them. To this James Cameron seems most intent in the telling of his story. It is, in fact, the central theme.Innately we sense that it is unjust for the powerful to tread upon the powerless; it is a theme that echoes strongly with us, as cruelty seems often to have been perpetrated upon the weaker by the stronger. This feeling of injustice makes it easier to sympathize with, and then cheer for, the Na'vi uprising that eventually ousts humanity from Pandora.It is from this and themes like it that stories derive their power, for stories are the object lessons of morality, teaching us the value of justice, honor, love and hope. More than simply lessons, however, justice triumphing over the wicked, of love and honor victorious against violence and greed are tales which transcend their genre and medium. They resonate throughout history, reminding us of our place in the world, and of our place amongst ourselves. They are the myths that are told around fires, passed from mouth to mouth in an unbroken succession until they become legends placed on canvas screens suddenly rendered in depth by a brush made not of horse or camel hair but the digital wizardry of pixels and bits.But regardless of where and when they are told, it is the skill of the storyteller that paints pictures most vivid in our minds and allows them to transcend the bounds of time and resonate with us again. With Avatar, James Cameron has demonstrated that he is such a storyteller.",positive
437,"There's nothing new, and original, about this Pocahontas look a like, sci- fi movie. Of course beside, the Visual effects, the Sound, and the Art/set direction. That is worth the experience, and money well spent. Because, the whole experience, of the movie, is great it self. But there's nothing new about this movie, if you have seen a action/sci-fi or two, you would know, what will happened, and who will win. (Good VS. Evil). It's story, is simple, it's almost like Pocahontas, beside Pocahontas dose not take place, in a planet called Pandora. Worth watching, because of it's great visual effects, but will be forgotten, when a newer movie, with better effects, will take over.",positive
438,"I cannot believe the praise this film has been getting! Sure it looks pretty, but, will that really hold the test of time? Video games will look this good in a few years. How did James Cameron's depiction of aliens degrade so much since the 80's? If you're gonna spend this much money to make a movie hire someone to write a non-laughable and at least reasonably original script? Or why bother, because plenty of people seemed to eat it up...Unobtainium? really? You couldn't think of a made up name for your space metal that you had to call it unobtainium? Whats worst of all, I have to wake up each day and come to terms that I live in a world where complete and utter crap like this is passed off as a good movie.",negative
439,"OK I went to see Avatar but I didn't expect what was coming. Story was perfectly executed, visuals simply amazing and I just can't find anything bad about Cameron's latest work. I've found out about it about 6 months back, no I'm not a fanboy. I wasn't particularly hyped neither. Saying that...This is most likely the best movie I've seen in my whole life. It has everything and more. There has to be a continuation, or ideally Cameron should make a trilogy. It's just so good 2 hours 40 minutes spent on watching it felt like an hour. It doesn't matter what movies you like, whether you enjoy watching sci-fi or not - you just need to see it for yourself be it 2 or 3D and you won't believe how good it is.",positive
440,"I went to see both the IMAX and the non-IMAX 3D versions one after the other today and I say that IMAX 3D is really the best. IMAX is more 3D than the other. It probably is because of the screen size and the projection power. When you are sooo into the movie you forget that you are looking at a screen (the boundaries disappear). In the meeting scene where the Colonel was telling the attendees about the build up of Na'vis, I felt like I was there myself. (This maybe a spoiler alert) Now the movie. After this movie, the movie academy should already add new award categories like Best CGI Character (Male) and Best CGI Character (Female), etc.",positive
441,"There are many opinions on Avatar. There are clearly believers, and fierce critics. The mere fact that so many people are talking about it, including myself, must mean that it struck a note with the masses. Any publicity is good publicity after all, no?Hmmm - Avatar. As many of you I had very high expectations, and to be perfectly honest, I was not disappointed. The execution is flawless and the visuals are stunning and mesmerising. The subtlety of the 3D makes it stand apart from the traditional Disney World 'jump in your face' sequences. There is however a small leap of faith to be made, and as pointed out correctly by many critics of the movie, the story is not really original. It has been told before, it is predictable, but then aren't all stories derived from an older version? There are only so many stories to tell and I can compare most 'original' movies to an obscure predecessor.If you let yourself be swept away by it, and ignore the 'intellectually superior' attitude that blocks you from seeing past the simplicity, you are in for a beautifully crafted love story, good vs. evil in its most basic form. Only this time it has a twist: the new technology allows you to be sucked into the story, but you have to be able to let go and enjoy the ride.If you would read the script of Star Wars before it was visually realised by George Lucas, you might have concluded the story was somewhat childish. And now this is heralded as one of the best movies of all times. It was visually spellbinding for its time, withstood the test of time, and all that with a simple and naive storyline we all came to love and cherish. What makes Avatar so different from this? Not much. The story is simple and stripped of all unnecessary character development to give the viewer an 'experience', 'an emotional feeling', and on that level, it is unsurpassed in beauty and sensitivity. It will have many teenagers look back with happy thoughts in their thirties of the time they saw Avatar on the big screen.Well done James Cameron for bringing us something old (that works) but presented in a way that is simply revolutionary. Kudos to you for writing the story yourself although it is not your forte. Lord of the Rings was the last time I was wowed, and a lot of that was the combination of story and groundbreaking visuals. But let's not forget that it was based on a great book, Star Wars nor Avatar are, which makes them - in my opinion - slightly more original. Did you ever wonder what LOTR would have looked like with Cameron at the helm?Finally, this movie is revolutionary and I starkly disagree with people who say it is not. Blaming the studios for substituting a good story with use of expensive technology and expensive special effects is a dated excuse. The technology is here to stay, and James Cameron has opened the road for many directors/screenwriters to take advantage of this technology as the studios are probably queing up now the business case has proved the investment to be a luctrative. Ridley Scott and Steven Spielberg are already lined up for making movies using this very same technology - so to all people unhappy with the story - scripts with more depth are bound to come.Maybe not the greatest story, but one of the best cinematic experiences since Star Wars and Lord of the Rings.I tell everyone: go see it without prejudice, and you might just LOVE it. I did ...",positive
442,"It seems whatever film James Cameron is involved in, it's always breathtaking, i mean what with his history of amazing films such asThe Terminator 1 & 2: Judgement Day Aliens Titanicand now he has created a film, that had so much of a buzz it became the queen bee of films, named AvatarAvatar which uses special cameras and exploits the use of 3D technology to create a spectacle of a film, honestly, when i watched Avatar in 3D, the only thing in my mind was....Completely Freaking Amazing!The Storyline is not some sort of massive, other-world, freaky, killing film, it takes a simple storyline of infiltration into ones nest and using its information for personal use but end up failing because the person that was sent to do it completely forgot about it and became a member of the family and didn't want anything bad to happen to it.Now i know it looks like such a massive storyline and the timing (over 2 hours) seems like it will last forever, but this film makes those 2 hours so spectacular you would wish it was going on for 5 hours. James Cameron was in Mr. Out Of This World for this film as it takes cinema to a whole new level.This film you MUST see, i would recommend to watch it in 3D FOR SURE, but if your happy with 2D still watch it & if you fail to watch it you ABSOLUTELY have to obtain it on DVD!! This is a MUST SEE!!Avatar - A*",neutral
443,"There is a fundamental error in Avatar, which director James Cameron refused to see when making the movie. The world of Pandora is brilliant and original indeed, but in no way does it justify alone an almost three hour movie. True art in cinema is rare and it combines a multitude of components such as storyline, character development, mise en scene, music score etc. Cameron focuses 100% in the technical part of the film-which is undoubtedly excellent and innovative-and deliberately neglects everything else. If one accepts that Avatar is a sci-fi adventure with no brains whatsoever, then he will have a great time watching it, but if one enters the world of Pandora with expectations of anything more than that, then he will be very disappointed. No problem here, except we are talking about Cameron, director of The Abyss and Titanic. Those movies had the technical brilliance of their age, but in the same time had everything else. Who can forget Mary Elisabeth Mastrantonio calling for Ed Harris on the walkie as he descents in the dark depths of the ocean or Kate Winslet whispering in the cold and endless waters as she gazes Leonardo Di Caprio vanishing in the dark beneath her, while, just feet away, the titanic makes its final voyage to oblivion. Even when Arnold Schwarzeneger gives his mechanical life to save Eduard Furlog and Linda Hamilton. All these are moments that defined a filmic genre and an age of cinema. Unfortunately, in ten years time, we will still remember these moments, while all of Avatar will be lost...like tears in the rain...",neutral
444,"I had a feeling that this movie was going to be good, but seeing it now...I really can't describe how I feel about it. I can just simple say that I am in love with this movie. The visual effects are astounding. I would honestly say watch the movie in 3D, it helps you get a better feel of what you are seeing and feeling.The emotion in the movie is amazing, it's almost like what they feel is exactly what you will feel. This movie didn't just change my perspective on movies, because it really is the greatest movie of all time, it changed my perspective on life itself. The feeling that our world takes everything for granted, and in their world they respect everything. Look at everything on there planet as if it is sacred. Because in reality, everything is sacred.They cherish the lives of there people and everything else around them. They give thanks for everything, and even the things they've killed they pass them on with respect and love. Giving them the space to move on into the next life so peacefully. It's amazing how much our world before all the greed and money use to be so similar to that. I don't know about anyone else, but this movie changed my life perspective.It is a must see, I promise you won't regret it. I will be watching this movie until the day I die.",positive
445,"Well the hype for this movie was unbelievable with headlines buzzing ""12 years in the making"", and ""1000's of man hours go into just minutes of this movie"" etc. It was without doubt a very well marketed movie, because I certainly got sucked in being that it was literally everywhere here in the U.K.Still, James Cameron's goal is admirable. Where critics commented he was doomed to fail by making ""Titanic"" (1997), he managed to do very well albeit including a romantic subplot. ""Avatar"" definitely succeeds in the effects department, as it is without question one of the most beautifully CGI rendered worlds I've ever seen. Taking the novelty of 3-D (Usually being a method where an object is coming towards you), the movie makes very good progression when using it to instead aid and give the tropical world more visual depth (Although 3-D IS still a gimmick that I think will never catch on while glasses are involved).A young paralysed soldier is drafted into the ""AVATAR"" program, to take over the role of his recently deceased brother. His job is to infiltrate a tribe of natives on the planet ""Pandora"", whose home is on top of a large mineral source where small quantities are worth millions. However, will the time he spends with the natives change and alter him? Or will he be doomed to stand aside to let the corporations harvest the jungle? The story I have to say is flawed and in some areas is of course similar to other famous movies, most notably ""Dance's with Wolves"" (1990). But I still think ""Avatar"" has enough to be entertaining. Obviously more similar remakes and reboots are getting put out every year, and already in the same year ""BATTLE OF TERRA"" seemed to be ripping off Avatar and getting away with it pretty well. As far as casting goes, everyone does a solid job be it motion captured or not. Sam Worthington is growing on me here and there, and to see Sigourney Weaver on screen again certainly brought back a lot of ""ALIENS"" (1986) nostalgia to me.Other than that, it certainly falls flat in some areas. I don't know how well to rate Cameron as I writer, but the script doesn't deliver anything particularly memorable throughout the two and a half hour flick. Of course somewhat being the first of its kind, there's always going to be a level of higher regard as a success or failure. The kid in me wanted it to win big at the Oscars that year, yet looking back ""The Hurt Locker"" more than deserved BEST PICTURE.Final Verdict: As a technical achievement, ""Avatar"" is grand and gorgeous but unfortunately can't help but be a movie full of exposition, that is just ""showing off"" how far we've come only in terms of technology. All that said though, it is an enjoyable flick, albeit a very long one that makes you wonder how refined Cameron's planned sequels will be. 7/10. It's a lot of fun.",positive
446,"Avatar was really a spectacular movie. The special effects and cg graphics were awesome! It truly reflected the five years of work and millions of dollars that went into it. The story, although not very original, was very inspiring. The story is about a marine named Jake who is paralyzed waist down. His brother died, so Jake had to take his place. Jake has to go to this planet called ""Pandora"", where the humans are in conflict with the aliens. Jake, through the Avatar project, which put him in an alien body, learned more about the aliens and started to question how justified the humans were in coming to the planet. Jake even goes as far as to fall in love with a really hot alien woman (I won't tell you who, you will have to find out). I will not ruin the ending; I will just say that Jake makes a very inspiring speech to the aliens close to the end of the movie. That was somewhat similar to William Wallace's speech to the army in the movie ""Braveheart"". The characters were well thought out, designed, and animated. The cg aliens looked very real, living and breathing. The only real downside of the movie are the unoriginal story. Otherwise the movie was purely incredible!",positive
447,"For a $237 million budget, from a Three-Time-Oscar-Winning director, the first film in years to be shot in 3D, and hype that puts the seventh Harry Potter book to shame, I expected the best film of the decade when I bought tickets for ""Avatar"". It was far from that...I don't really need many words to describe the plot. I wont use the Smurf joke as that's been overused, but I can compare this film faultlessly to ""Dances With Wolves"". An OK plot, but a bit to weak. It's something that would be aimed at the same sort of audience as The Little Mermaid... The very cliché plot was disguised with 3D cinematography. Unfortunately though, if you don't see it in 3D, it exposes what's left of the film. Which is little. Hence why a lot of people I know fell asleep whilst watching it in 2D... though some did fall asleep during the 3D version too. It's real shame, because there were some great ideas, but they weren't developed enough.However, despite a weak plot, we are provided with some good characters, which is crucial in any film. We get to see plenty of emotions and opinions in this film, which off course leads to an exciting climax. There is an on-going battle almost from the word ""go"" between the scientists and the military. These are very well developed scenarios, with a clear and believable difference between character relationships. There are no pushovers, and pushovers are very good evidence for a lazy screenwriter. Character wise, everyone is really well developed, and Cameron has kept the realism whilst drafting his characters.As far as the effects go (which is what propelled this film to the top of the Box Office) some are outstanding, others are dismal. The space craft and explosions are neat, but the CGI and Motion Captured Na'Vi are awful. The tone of them is almost mono... but a film shouldn't rely on great special effects, which unfortunately, this film does.The acting wasn't that bad either. Considering there was some awful dialogue, the actors executed it well, as did the actresses. Stephen Lang played the bent Colonel Miles Quaritch brilliantly, bringing forward a great impression of a Military Commissioned Officer.The over hype, weak plot, bad dialogue, and some disappointing CGI doesn't deserve a $3 billion gross, but that's the way the film industry ticks. I don't like to heavily criticise films, as I know the effort that goes into making them. It's definitely worth a watch, but unless you are a huge James Cameron fan, I'd rent this if I were you. (Or record it off the TV)",neutral
448,"A crashing bore. There is almost no real reason to see this film. As you could probably tell from the previews or other plot descriptions, it is a virtual remake of Dances with Wolves, but starring elongated, CGI, blue aliens. Yet even that movie wasn't nearly as patronizing with its noble savage bullcrap. I am not exaggerating when I say I have almost never seen a less imaginative movie. But what about the visuals, you say? Well, they are pretty, and the CGI is better than it has ever been in the past. But I'd say it isn't even close to a huge step forward. A pretty tiny step, really, from The Lord of the Rings' Gollum. The (motion captured) faces look more expressive than Gollum's. But they still have far to go before the CGI creations look ""photo-realistic"", as the idiotic Cameron likes to describe his cartoon characters and settings. And they still haven't worked out just how to move CGI characters - they still don't look like they exist in any kind of real world outside of a computer hard drive. But I guess by now I have to accept filmmakers are always going to rely on CGI, and it's always going to look like a cartoon. I have to say, I did mostly enjoy it when Cameron was introducing new jungle creatures (I think the final tally is about nine different species of animals that live on the planet), but both the flora and the fauna are reminiscent of black light posters and prog-rock album covers (I'll credit Jim Emerson for tipping me toward that, but I knew even in the previews that everything looked a little too familiar). And the N'avi? They're Native Americans. Cameron's allegory is easily the thinnest I've ever seen in a major motion picture. Some critics have argued about how it allegorically relates to current American military woes, but, frankly, if Cameron intended any of it, he screws it up royally by making the N'avi 100% justified in whatever they do. It's every bit as black and white as anything George W. Bush ever said. I'm sure he loves the Hell out of this film. And, even if I tried to just shut off my brain (pretty impossible), so much of the ride is uneventful. If not for the film's final half hour, which is comprised of the big battle, I'd probably call this the worst film of the year. As it is, I'd probably rather sit through Transformers 2 again. At least I can marvel at the audaciousness of Michael Bay's tastelessness. It's better than Cameron's utter blandness.",neutral
449,"My first ever review on IMDb...The Odeon booklet describes this movie as a ""tent-pole"" pioneer in the 3D format used. Some screens at the multiplex were showing this movie in 2D and as far as I could determine the 3D ticket price was the same (3D specs included in price)! Why would anybody want to see this movie in 2D??Being a die-hard trekkie, I knew I'd enjoy this movie and it didn't disappoint in any area. My last experience of 3D was those multi-coloured cardboard thingies from the 80's that never really set the scene alight. This was altogether something different with solid framed specs framing an absolutely perfect 3D experience. Sure, I'd rather the recent Star Trek movie had been my first 3D Real D experience... next time.The movie? Go see it. Don't d/l an AVI or even wait for the DVD/BluRay. This is groundbreaking cinematography and you have to be part of the pioneering corps of viewers!",positive
